Horse ID,Price_Back_1,Price_Lay_1,Horse Volume %
56777089,42,70,0.108390457
736812,13,17,2.721969229
56330232,12,16,3.062307866
240980,4.3,4.7,45.13741172
8887142,8.8,9.8,11.59038025
54944458,20,24,1.719449983
15233,19,23,1.632515657
18670569,9.6,10.5,3.869872262
55345341,6.6,6.8,11.83934537
56584908,8.2,8.6,17.50043467
55432876,18.5,25,0.817922529
56777089,42,70,0.108390457
736812,13,17,2.721969229
56330232,12.5,16.5,3.062307866
240980,4.3,4.7,45.13741172
8887142,8.8,9.8,11.59038025
54944458,20,24,1.719449983
15233,19,23,1.632515657
18670569,9.4,10.5,3.869872262
55345341,6.6,6.8,11.83934537
56584908,8.2,8.6,17.50043467
55432876,18.5,25,0.817922529
56777089,42,70,0.108390457
736812,13,19.5,2.721969229
